attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,target
24,5,2198,134,137,1.4,1.4,49285,50462,0,0,0,0,0.2,1.4,1.6,80,98,2.8,914,1537662,89
0,0,580,42,30,0.2,0.2,3359,15578,0,0,0,0,0,0,0,16.2,17.8,1.2,7584,1869384,96
35,44,1662,167,93,0.8,1.4,47416,22641,2.2,6.4,13,13.2,1,2,2,59.2,100.6,3,180,1111715,89
18,2,3344,172,100,3.6,8,368260,143396,0,0,0,0,0,1,1.8,262.8,361.8,5.2,2574,1551755,86
20,0,5669,716,530,9.58,4.59,277884,64534,5.79,7.78,7.19,0,0.2,0.6,0.6,472.26,747.7,2,329,1065009,67
0,0,767,38,41,0.2,0.2,960,6172,0,0,0,0,0,0,0,15.6,16.8,1.4,975,1761416,91
1,0,1606,148,123,0.6,1,101977,79770,5.8,15.4,30.6,99,0.2,21.2,29.4,55.6,96,2,188,1099693,89
4,2,3107,270,198,1.6,1.8,49962,60719,3.4,3.6,13.8,16.6,1.2,13.6,14.2,91.4,220.6,5,156,1020181,88
0,0,434,61,64,0.2,0.2,63282,58129,0,0,0,0,0,0.2,0.2,15.6,17.4,2,973,1761416,91
17,10,3585,237,178,0.4,0.4,100434,111345,1.6,3.2,6.6,9.4,0.2,30.2,34.4,42.2,153.2,1,251,978011,85
0,0,1774,100,66,0.4,1.8,109071,26956,10,17.2,24.8,47.2,2.6,1.2,1.2,33,58.6,1,176,1009816,91
8,0,2722,267,221,1.2,2.8,674717,254025,0.6,10.8,32,79,3.6,54.2,83.6,144.6,235.2,2,395,1048712,78
14,6,2113,102,91,2,7.19,17577,62010,0,0,0,0,0,0.4,0.6,127.74,212.97,2.6,886,1642807,90
1,0,382,57,51,0.2,0.2,8498,20401,0,0,0,0,0,0.4,0.4,20.2,16.8,3.6,1498,1717632,96
21,3,1400,154,77,0.4,0.8,313266,20451,11.2,21.8,21.8,0,8,13.4,24.2,85.6,123.4,2.4,443,1061789,89
8,6,1385,126,82,0.4,0.4,96745,48870,0,0,0,0,0,2.2,2.4,30.06,83.37,2,727,1035279,95
0,0,1030,72,36,0.2,0.2,101884,8637,0,0,0,0,0,4.8,9.6,18,16.8,1.2,5737,1833264,96
0,0,485,235,67,0.2,0.2,270912,270042,0,0,0,0,0.2,0.4,0.4,15.6,18.8,2.4,1254,1745602,97
0,0,2047,168,804,0.2,0.2,38632,107808,0,0,0,0,0,0,0,15.4,36,2.2,827,1704214,92
56,86,1426,119,70,0.4,0.4,444790,147764,0,0,0,0,0,24.8,45,31.4,47,3.4,1246,1714448,87
13,11,3085,406,273,1.4,4.2,342384,133641,15.4,41,55.8,44.8,4,5.8,7.4,124.2,213.4,1,193,1101050,82
0,0,1260,90,76,0.2,0.2,5812,21490,0.2,0.2,0.2,0,0.2,0.8,0.8,15.6,134.4,2.7,169,1099162,93
0,0,719,60,60,0.2,0.2,7281,19696,0,0,0,0,0,0.2,0.2,17.96,23.55,1,1124,1060267,97
8,1,3410,378,177,1.8,1.6,121662,27652,0,0,0,0,0,3.2,4.2,113.4,191.8,2.6,6146,1715850,90
20,5,4567,393,320,3.6,5,240737,66407,0,0,0,0,0,5.2,5.2,224,372.8,3.6,777,972827,79
0,0,1358,60,55,0.2,0.2,1537,3667,1.8,2,2,0,0.2,0.8,0.8,15.6,16.8,1,257,1752019,97
14,18,1659,78,68,0.2,0.2,43191,31299,5.4,6.8,6.8,0,2,2.8,5.6,15.4,16.8,1.4,278,1750906,95
1,0,2456,158,111,0.6,1.6,192118,128268,9.02,25.25,58.92,160.92,0,17.23,31.46,48.9,83.37,7,137,1022636,87
12,17,194,20,22,0.2,0.2,68352,15981,0,0,0,0,0,0,0,15.6,16.8,1,5230,1856600,98
7,1,2492,255,123,1.8,1.6,1433061,37231,22,152.6,364.8,610.8,1.6,27.4,38.4,99,563.8,2.5,102,1091614,70
17,23,566,90,54,0.8,0.8,146507,9607,1.6,8.6,21.8,34.4,1,3.2,5.8,59.2,90.6,3.2,136,1703814,93
0,0,2797,119,156,0.2,0.2,10956,102698,3.8,6.2,20.2,25.2,0.4,2,2.4,14.8,33.2,2.2,140,1708843,93
10,3,2239,222,137,0.4,0.6,110938,44047,3.99,5.59,5.59,0,2,40.92,58.68,28.54,113.97,2.8,286,1096404,89
35,11,4871,550,459,9,3,396942,31688,15.4,53.6,110,265.6,1.6,9,36.4,484.6,722.2,160,66,33,0
5,2,3416,154,75,0.8,4.6,525401,62664,1.6,8.8,27.4,49.8,0.8,2.8,4,41,98.6,2.8,164,1087301,84
2,1,2472,208,137,2.4,5.8,254546,21373,3.6,17.2,47.2,158.2,0.8,2.6,2.8,155,294,2,193,1030011,86
34,1,2849,215,190,9.18,19.36,125454,56632,0,0,0,0,0,15.97,16.97,367.27,673.05,1,1640,1107898,69
0,0,2831,207,104,0.2,0.2,80279,30493,1.4,1.6,1.6,0,0,1,1,16,21.4,1.4,261,1127110,92
0,0,408,47,29,0.2,0.2,89842,6208,1.8,1.8,1.8,0,0.8,0,0,15.6,23.2,1,143,1749658,96
19,0,3116,224,225,3.6,2.4,193385,253381,14.6,28,20,0,0,13.8,19,354.8,243.6,2,414,1116750,76
38,25,2538,305,314,1.2,2.6,724260,778799,23.6,98.4,257.8,584.8,0.4,64.2,122.6,93.8,180.2,1,129,1021626,70
14,1,1923,403,314,1.8,4,522927,132931,0,0,0,0,0.6,8.4,16.8,124.2,160.6,3.4,514,1698622,84
6,2,1746,176,39,0.4,0.6,53078,35289,0,0,0,0,0,0,0,30.2,84,1.4,6830,1826608,95
9,4,3289,385,348,3.6,1,161759,86979,0,0,0,0,0,0.8,0.8,172.4,279.2,1,539,966606,81
2,0,777,100,128,0.6,0.4,38511,29268,0.4,0.4,0.4,0,1.2,5.81,6.21,31.86,60.12,1,319,1093058,94
0,0,404,55,41,0.2,0.2,2133,12253,0,0,0,0,0,0.2,0.2,17.4,19.4,2,696,1722088,96
3,2,933,66,74,0.4,0.4,5198,20851,0,0,0,0,0,1.4,1.4,35,53,1.5,3042,1013574,95
0,0,498,22,28,0.6,0.6,10200,11243,0,0,0,0,0,0.4,0.8,28.2,38,1,7680,1871328,96
19,0,2078,120,40,2.8,3.6,103404,21483,1.4,1.6,1.6,0,0,21,33.4,175.6,254.6,1.6,281,1745158,90
14,1,1212,86,67,4.6,3.4,191330,105806,0,0,0,0,0,7.8,8.2,195.6,335.6,4.2,1253,1544406,89
3,0,1599,141,59,3,4.4,306725,30076,0.2,0.4,0.4,0,0,1,1.6,190.4,299.4,2,350,1030334,88
5,5,1282,121,82,0.4,0.2,110743,33071,6.01,7.21,7.21,0,1.6,1.6,2,26.05,52.51,1,175,1101082,93
10,2,4806,317,187,0.6,3,394265,74984,0,0,0,0,0.4,5.2,5.6,43.2,215.4,8.4,826,1308418,80
1,0,1616,156,60,0.8,0.8,78137,43494,0,0,0,0,0,0,0,55,87.4,1.2,375,1753667,92
2,1,510,23,24,0.6,2.2,18019,9643,0,0,0,0,0,0,0,40,58,1.8,6236,1832586,88
1,0,1673,79,54,0.8,0.8,73470,34620,0.4,5.41,21.04,33.87,0,4.01,5.41,59.12,87.98,1,135,1068176,93
4,1,4200,192,155,2.99,10.58,51812,35074,0,0,0,0,0.2,3.19,4.19,172.06,238.52,1.2,561,1093779,84
0,0,160,8,18,0.4,1.4,1092,13641,0,0,0,0,0,0,0,29.4,27.4,1,7431,1876200,98
16,24,288,68,40,0.4,0.6,229547,216569,0,0,0,0,0,2.4,4.8,30.6,27.8,2.4,3570,1822072,93
208,223,4083,309,198,5.6,17.2,783601,139522,17.4,58.6,68.6,141,1.4,37.4,46.8,203.4,503.8,3.2,172,1095856,66
11,1,4532,628,554,5.59,1.8,588953,320435,0.2,0.2,0.2,0,2,9.98,17.37,298.4,493.81,5,314,1010052,72
213,15,4003,300,183,4.59,3.99,295658,95762,18.56,56.29,112.38,195.61,5.39,33.73,59.28,246.31,434.73,5,112,1064093,73
0,0,1333,131,63,0.4,0.4,360558,21855,0,0,0,0,0,0.6,0.6,32.34,111.38,2,1862,1039313,91
5,0,3300,395,219,2,0.8,133693,89066,0,0,0,0,0,1.8,2.4,112.4,177.4,4.8,2230,1555064,89
30,2,2242,133,75,6.6,18.2,207579,25105,0,0,0,0,0,3,5.8,250.6,468.2,2.2,1668,1110758,78
2,0,1125,250,134,2.4,1.4,300388,210751,0,0,0,0,0,1.8,2.8,131.6,192.2,3.4,622,1740842,90
13,7,1521,198,189,2.99,3.79,192593,211442,15.77,63.67,127.35,235.73,2,18.56,27.54,126.95,354.89,4.4,138,1048398,79
2,0,301,39,28,0.6,0.6,48377,16470,0,0,0,0,0,5.6,8.8,32,50,1.4,481,1754590,93
1,1,246,44,26,0.2,0.2,23591,9714,0,0,0,0,0,0.8,0.8,15.6,21.2,1.2,8312,1835272,97
2,1,483,36,65,0.8,0.6,10690,12182,0,0,0,0,0,0,0,52.2,59.2,1.2,7716,1871514,95
1,1,195,16,17,0.2,0.2,7032,5022,0,0,0,0,0,0,0,15.63,16.83,1,7321,1867607,97
25,0,1420,165,98,6.19,18.16,300171,25054,0,0,0,0,0,0.4,0.4,204.99,382.04,1,339,1086665,81
5,4,1145,177,82,0.2,0.2,268645,18606,1.4,4.2,4.2,0,1.6,5,5,23.8,79.6,1.5,614,984304,94
5,1,797,84,72,3,2,78488,73953,0,0,0,0,0,2.2,3.4,222.8,232.4,1.4,5810,1846563,88
17,13,4745,253,149,3.59,8.58,594275,66775,7.98,26.55,82.24,170.26,0.4,56.89,108.38,235.53,239.32,1,141,1009704,74
5,0,2846,512,341,4.8,2,330346,186516,0,0,0,0,0,9.8,10.2,258.6,398.4,6.8,3606,1596098,80
10,10,3224,222,100,0.6,0.6,95098,46440,3.99,5.59,4.99,0,1.4,1.2,3.79,27.54,53.89,1.5,211,996805,89
30,0,5261,983,438,1.4,1.4,1038498,968879,8.8,89.2,171,503,1.6,52.2,226.8,102.8,220.6,4.2,95,1330648,79
2,0,1510,178,138,0.4,0.6,17912,30669,2.4,4.4,4.4,0,0.2,1.2,2,33.2,66.6,2.7,203,1003520,95
11,8,5409,520,317,1.39,1.99,120655,113146,4.98,8.17,6.77,0,6.77,9.96,19.92,155.98,287.45,4.2,248,1005404,77
26,35,244,22,44,0.2,0.2,3458,87701,1.4,1.8,1.8,0,1.6,3.2,5.2,13,22.2,1.6,363,1744803,90
36,20,2289,253,141,2.8,4.2,256637,49444,0,0,0,0,1.2,0.6,0.6,152.2,251.8,4.2,521,1542646,89
1,0,1413,168,67,0.2,0.2,146112,137143,0,0,0,0,0,0.2,0.4,15.2,17.4,4,2372,1575277,96
37,55,846,70,81,0.2,0.2,21396,43922,0,0,0,0,0.2,0.2,0.2,15.8,25.4,1,703,1060514,96
3,0,2582,482,157,3.59,3.79,715262,181985,7.58,46.11,116.37,355.69,0.2,34.93,53.29,458.88,439.12,2.5,149,1113241,73
10,8,3537,948,190,1.4,1.8,362670,77336,3.2,7.6,9.6,434.2,1.6,29.8,58.2,119.2,211.6,1.6,308,1135336,80
10,5,4113,222,156,3.8,3,126566,37744,0,0,0,0,0,9.6,9.6,134.4,304.8,1.6,887,982733,84
6,1,7108,1327,1268,5,2.6,1244800,896995,0,0,0,0,0.6,3.8,6.4,250.2,380.8,1.2,722,1093789,67
8,2,2143,153,64,6.4,23.2,173702,24454,4,4.4,4.4,0,1.6,1.8,1.8,379.6,570,1,204,1036819,75
7,6,2446,349,216,1,3.41,47815,34294,0,0,0,0,0.4,6.21,6.21,41.68,80.96,1.8,385,1100598,87
1,1,395,160,72,0.2,0.2,223067,235328,0,0,0,0,0,0,0,15.6,16.8,2.4,4016,1827064,93
3,0,2193,156,112,1.6,1.4,241870,51689,3.8,4.6,4.6,0,2,11,12.6,84.8,178.8,2.6,319,1056070,86
22,2,4052,470,151,8.02,8.62,142202,40400,0,0,0,0,0,16.43,26.05,416.83,810.22,1.5,2364,1097337,68
6,4,1090,84,52,1.4,2.2,181014,31665,7,8.2,7,0,5.6,4.6,4.8,70.4,179.6,1.3,175,1025157,92
1,0,1642,189,132,1.6,1.2,24684,27671,3.6,3.6,10.8,30.2,0.2,2.2,2.2,62.4,142.4,1.4,146,1099021,90
2,0,3838,204,184,0.4,0.4,44845,85764,1.2,1.6,1.6,0,7.8,1.2,1.2,33.8,42.2,2,134,1064270,90
1,0,206,15,30,0.2,0.2,3319,15828,0,0,0,0,0.2,0.4,0.4,15.6,16.8,2,1113,1718144,99
3,1,1677,63,63,1.6,1.8,46461,24101,1,1.2,13,25.8,0.4,1.2,1.6,86.6,187,1.5,138,1061552,92
1,1,195,20,24,0.2,0.2,7034,10996,0,0,0,0,0,0,0,15.6,16.8,1,7250,1865032,97
11,2,4641,332,293,0.6,0.6,635586,444475,0,0,0,0,0,55.8,110.8,83.6,189.8,1,1563,1025074,73
5,1,1706,124,58,3.2,5.8,91651,35442,0,0,0,0,0,1.4,2.8,160,217.4,1.2,8437,1882131,91
1,0,241,28,18,0.2,0.2,956,4955,0,0,0,0,0,0,0,15.8,17.2,2,6193,1724072,98
34,41,2102,297,315,4.8,1.4,430457,412366,0,0,0,0,0,34.4,68.8,232.2,334.6,1.6,6224,1844643,80
9,8,1174,103,67,0.2,0.2,7145,21507,0,0,0,0,0,0.2,0.2,14.8,23,1,1517,1081568,95
77,40,2726,182,156,3.41,4.21,142105,75490,7.62,21.84,29.66,34.07,1.4,7.01,13.03,205.81,310.82,1.6,189,1088441,84
4,2,2426,145,307,1,0.4,39889,42104,4,4.6,4.6,0,0.4,5.8,5.8,53.6,96,1,264,1054392,91
37,37,2799,208,109,1,2.4,289700,32274,4.81,16.83,33.07,59.52,4.01,22.85,24.85,81.56,189.38,1,174,1070764,88
2,1,2834,164,134,0.2,0.2,120572,50152,0,0,0,0,0,3.8,7.4,13,23.8,3.4,3404,1551894,93
0,0,2011,330,243,0.2,0.2,104281,33860,0,0,0,0,0.2,0.4,0.6,18.4,27.2,2.2,2976,1736637,90
45,59,2875,238,128,1.6,6.4,184912,159603,0,0,0,0,0.4,13,14.4,167,375.8,3.2,890,1545994,86
8,1,1845,203,174,7.8,4.2,209312,137191,0,0,0,0,0,1.2,1.2,381,565,2.8,6634,1848373,80
20,13,1056,93,67,0.4,0.4,25620,42410,0,0,0,0,0,1,1,31.4,43.8,2.2,2434,1726120,97
10,15,220,19,30,0.2,0.2,15758,32757,0,0,0,0,0,0,0,15.63,16.83,1.4,2033,1770843,88
1,0,2948,178,106,0.4,0.4,21262,17499,0,0,0,0,0,0.8,0.8,37.2,35.6,1,2993,1012963,92
3,2,3163,216,115,0.2,0.2,52430,54479,0,0,0,0,0,1.6,2.2,17.6,18.6,2.2,1400,1754115,86
0,0,1968,90,73,0.2,0.2,20393,52096,0,0,0,0,0,0,0,13.6,27.6,1.2,1950,1711416,94
6,1,889,118,79,0.6,0.6,161277,27197,4.6,12.2,58,92.8,0,2.8,26.4,44.4,128.2,1.6,180,1755830,90
17,13,940,82,71,0.8,3.8,8065,14248,0,0,0,0,0,3.6,3.6,44,65.6,2,4879,1673080,95
17,1,5741,822,608,8.42,2.4,262205,60046,1,2,1.8,0,7.01,1,1,404.01,627.05,1.7,319,1069743,70
25,9,4174,245,135,4.2,9.2,250833,42433,0,0,0,0,0.2,20.8,23.6,295,408.8,3.8,2630,1524755,75
32,35,2958,294,230,4.8,1.4,219581,27185,2.6,6.6,10.6,10.4,0.6,1.2,1.8,232.6,340.4,3.2,158,1752144,76
2,1,523,52,37,0.4,0.4,176128,68253,0,0,0,0,0,7.8,15.4,30.4,41.6,1,8054,1834821,96
4,1,1562,65,41,4.8,3.2,115860,9078,0,0,0,0,0,0,0,204.2,319.2,1.8,6916,1878819,91
171,4,2428,195,144,0.6,0.8,657219,14586,5.4,61,139.2,404.8,0.4,67.2,141,50.2,197.8,5.6,127,1347790,81
3,1,368,80,41,0.4,3.4,149950,134453,0,0,0,0,0,1.6,3.2,27.6,44.6,3.2,2130,1733178,95
335,242,2930,274,590,0.2,0.2,24372,228660,6,9.6,9.6,0,3.6,51.2,51.2,15.6,33,2.2,338,1713718,83
19,15,3163,285,168,0.4,0.4,154297,104602,5,8.4,8.2,0,3,10.2,13.6,41.6,82,2.5,265,1123963,87
70,61,5313,469,331,2.99,3.19,274212,274987,6.19,13.17,31.34,57.88,1,4.19,10.98,123.55,235.33,4.2,137,1330298,80
8,0,2967,372,288,3.39,1.39,208178,52085,4.38,7.77,7.77,0,0.8,1.59,2.19,192.23,281.08,1.7,233,1000888,83
9,1,333,40,31,0.2,0.2,66184,26605,0,0,0,0,0,0,0,15.4,18,2,3368,1819768,97
51,62,1865,124,98,0.8,1,11405,30316,0,0,0,0,0.4,4.8,4.8,70.6,133.8,2.6,701,977181,89
8,5,1833,311,160,1.8,5.99,332148,102369,0,0,0,0,0,4.19,5.39,156.49,238.72,6,2895,1599931,87
6,0,3816,367,232,4.2,3.4,680520,121189,0,0,0,0,0,22.6,24.2,177,317.8,3.6,1305,1043736,81
2,1,330,47,35,0.4,0.4,5114,11775,0,0,0,0,0,4.4,4.8,27.8,45.4,2,998,1723549,98
2,1,2710,183,114,0.6,0.6,317726,22725,2.4,4.4,3.4,0,7.6,4.6,4.6,57,121.4,2,274,1086291,88
4,0,898,94,63,1,1.2,51077,35165,2,3.41,3.21,0,1,1,2,94.59,126.65,1,464,1014270,93
2,0,1894,176,144,1,1.4,68498,79861,0,0,0,0,0,14.6,14.8,80.2,147.4,3,2393,1092941,89
5,1,2143,134,91,0.8,0.6,17593,26145,0,0,0,0,0,1.6,1.6,55.09,100,1.4,547,1103411,89
1,1,458,21,17,0.2,0.2,8171,5971,0,0,0,0,0,0,0,15.4,16.8,1,8968,1872928,99
1,0,1186,94,45,0.6,2.2,29469,15838,0,0,0,0,0,0.2,0.2,50.2,77.4,1.5,652,1069200,94
6,5,1711,50,72,0.8,2.2,28886,27183,3.6,4.6,3.6,0,1.8,1.4,1.8,66.6,122.4,1,251,1021256,92
6,4,4451,218,139,1.4,6.6,42386,69377,2,3.4,3.4,0,0,0.6,1,107,124.4,3.8,338,1445123,82
1,0,742,46,43,0.4,2,1037,62760,0,0,0,0,0,0.4,0.4,24.8,29.6,3,491,1714830,88
0,0,456,59,55,0.2,0.2,2675,7266,0,0,0,0,0,0.2,0.2,15.6,17.6,2.2,1336,1705102,96
3,1,2284,267,217,0.8,1,67409,24680,0.2,0.2,0.2,0,0,3.41,3.61,51.5,103.41,2,190,1016872,91
3,0,1284,107,95,3.2,9.6,72827,24856,1.6,4.6,41,59.8,0.8,4.2,5.8,108.8,191.4,2.8,132,1753125,91
2,0,1141,139,86,0.4,0.6,14230,19909,2.8,3.2,5.2,11,0,4.8,5,33.8,73.6,232,95,5,0
9,3,2374,164,141,1,2.4,14453,122037,2.2,2.4,2.4,0,1,20.8,21.2,56.8,127.4,1.5,301,1061539,91
6,3,2318,251,127,2,3.6,373489,39134,4.2,10.6,29.4,60,0,34.4,66.4,162.8,281,3,352,1536157,83
28,1,2993,395,210,0.2,0.2,383988,75354,6,13.8,21.6,35.2,1,19.2,30.4,22.2,114.4,1.6,466,1025397,82
0,0,406,36,49,0.2,0.2,29231,39596,0,0,0,0,0,1,1.4,14.63,17.43,1.2,1839,1770817,88
2,1,710,40,41,0.2,0.2,2913,18830,0,0,0,0,0,0.4,0.4,24.8,18.8,1,684,1039054,97
20,26,401,38,34,0.2,0.2,10085,11856,0,0,0,0,0.2,0,0,15.77,18.56,1,225,1740241,94
77,37,4517,636,586,2.6,2.8,197716,63560,2.4,6.2,12.6,25.4,2.2,4,4.8,150.6,315.2,4.6,472,1395994,78
1,0,267,87,44,0.2,0.2,289921,232622,0,0,0,0,0,2.4,4.8,16,18.8,3.2,702,1727416,95
14,3,5506,404,234,10.4,9.4,166195,39124,10.2,40,100,169.2,1.2,18.6,21.8,405.6,723.8,1.6,152,1099514,66
14,12,6674,369,225,1.6,3,124916,65986,0,0,0,0,0,2.4,3.4,94.8,166,1,1087,1014102,81
8,1,2451,248,223,5.4,3.4,87278,58133,0,0,0,0,0,0.4,0.8,243.4,361.6,4.2,858,1541506,84
0,0,1163,93,79,0.2,0.2,4568,21955,0,0,0,0,0,1,1,12.6,93.2,1,2913,1050986,95
4,0,1012,137,112,2.6,0.8,78025,6260,0,0,0,0,0,5.8,5.8,120.8,178.4,1.6,587,1742296,86
0,0,1124,67,55,0.2,0.2,2781,12296,0,0,0,0,0,0.2,0.4,20,16.8,1.8,778,1758064,91
55,52,7418,2503,2485,0.8,0.6,39717,60613,3.19,4.39,6.99,8.18,0.4,3.59,10.18,33.13,69.46,3.4,153,971222,83
0,0,190,19,28,0.2,0.2,450,11459,0,0,0,0,0,0,0,15.63,16.83,1.6,7368,1869294,98
6,0,1705,332,189,5.6,14.2,700086,111956,0,0,0,0,0,9.4,17.8,437.2,386.2,4.6,2050,1724243,76
5,4,725,92,92,0.8,1.8,9397,30354,0,0,0,0,0,1,1,66,80.8,2,388,1013008,95
9,5,4233,288,216,1.8,2.4,217085,132699,0,0,0,0,0,8.4,15.4,121,291.6,1,1425,1018525,79
68,83,3135,244,162,5.41,14.83,171541,96875,9.62,19.24,18.84,0,0,5.01,7.01,207.21,374.35,1,365,1106976,75
1,0,801,67,72,0.2,0.2,4584,19779,1.6,1.6,1.6,0,0.2,1.2,1.2,15.6,22.4,1,314,1016016,97
1,0,906,91,50,0.2,0.2,2541,21618,0,0,0,0,0,0,0,15.8,17.6,1.6,990,1761512,91
5,0,3971,326,209,1.8,0.8,416863,78149,1,7.8,21.6,32.6,1.6,13.8,13.8,93.8,242.8,6.4,311,1316141,88
7,1,2609,205,154,7.4,4.4,378761,58057,0,0,0,0,0,0.2,0.2,324.4,495,3.2,7873,1833518,79
2,0,2224,249,186,1,2.99,203563,49821,0,0,0,0,5.39,3.99,5.19,87.23,121.76,2.2,339,1016750,88
0,0,299,21,28,0.2,0.2,880,17742,0.4,0.4,0.4,0,0.2,0,0,15.4,16.8,1.2,263,1750872,97
40,10,6410,450,400,9.8,10.6,216352,40236,0,0,0,0,0,0,0,588.6,794,3.6,1157,1540979,60
2,1,294,36,26,0.4,0.4,24961,4284,0,0,0,0,0,0,0,35.6,40.2,1.4,7074,1846030,96
50,64,1275,109,104,0.6,0.6,26991,58709,3.4,4,3.8,0,1,3.4,5.8,49.4,64,6.8,305,1056435,91
1,0,523,98,51,0.2,0.2,470059,21536,12.6,88.4,231.2,449,0,50.8,101,18.6,241.6,3.4,174,1750059,78
17,13,4231,893,481,0.6,0.8,103959,65253,0,0,0,0,0,0,0,84.4,74.8,3.2,608,1540382,85
12,10,588,100,91,0.8,0.6,27040,33387,4.8,9.2,12,13,5.2,0,0,55.6,71,2.4,194,1716059,92
52,64,4385,201,145,6.2,17.4,65581,37335,0,0,0,0,0,7,7.6,256.8,414.6,3.3,387,1101664,74
0,0,603,44,41,0.2,0.2,1271,13421,0,0,0,0,0,1.6,1.6,22,48.6,1,730,1034027,97
1,0,1763,507,375,0.4,0.4,56452,59961,6.8,12.8,16.8,15.8,0.2,8.8,15.6,37.2,36.4,3,139,1720707,88
58,69,2937,141,128,9.18,25.55,68989,32723,0.8,0.8,7.78,18.56,0,3.59,3.79,332.14,578.64,1,150,1079478,69
7,2,1251,129,91,0.6,0.8,100872,17439,1,1,8.82,12.22,18.84,1.6,1.8,46.69,86.37,134,93,7,0
6,0,3233,273,212,2.4,2.4,762669,37788,0,0,0,0,0,7.6,14.4,91.2,170.2,3.2,2216,1704267,84
8,1,2930,136,116,1.8,2.4,196392,81718,6.19,11.18,26.55,57.09,0.8,2.59,3.39,95.61,209.78,1.5,174,1054580,83
0,0,131,6,10,0.2,0.2,419,6684,0,0,0,0,0,0.2,0.2,15.57,16.77,1,1913,1781405,99
0,0,3028,807,601,0.2,0.2,13703,22683,0,0,0,0,0.6,0,0,16.6,20,2.2,1183,1719400,88
7,3,2391,147,114,4.21,5.81,68390,36413,9.62,33.47,85.57,177.35,0.6,11.62,13.03,150.5,317.03,2,131,1093693,84
4,0,2176,371,139,0.6,0.8,655593,48384,0.8,1.4,1.4,0,4.41,23.65,24.65,61.92,116.23,1.8,571,1063064,91
3,1,814,68,45,2.6,2.8,160007,70993,0,0,0,0,0,0.6,0.6,185.4,232.4,1.6,8400,1838891,90
12,3,1615,168,101,1.4,1.6,140349,81304,0.6,0.6,0.6,0,0,0.2,0.2,160,165.6,2.4,362,1530742,92
2,1,1148,21,30,0.4,0.8,8675,6147,0,0,0,0,0,0.2,0.2,36.8,34,1,4918,1829331,97
182,199,1134,210,73,0.6,5.41,1011772,54133,0,0,0,0,0.2,3.81,3.81,39.68,120.04,1,429,1032951,92
21,3,4275,370,163,2.59,2.2,869526,17545,0,0,0,0,1.8,6.19,8.18,158.68,285.03,4.4,956,1462379,83
2,0,1770,95,74,0.6,0.6,10302,37454,1.8,2,2,0,0,0.8,0.8,35.8,44.8,2,164,1057232,94
143,81,682,144,167,0.2,0.2,86750,138284,0,0,0,0,0,0.2,0.4,14.6,16.8,2,1756,1762155,95
3,1,2620,167,144,0.6,0.6,5175,57628,0,0,0,0,0,3.4,3.4,31,51.2,2.2,1767,1649326,97
5,0,3150,163,108,5.2,3.2,120314,18880,0,0,0,0,0.4,0.4,0.4,225.2,341,3.6,744,1749576,82
2,0,2486,284,256,2.6,4.8,134314,55197,1,1,3.4,6.2,0.8,3.4,3.8,150.4,223,4,245,1055248,88
4,0,429,21,27,1.8,4.2,27962,24559,0,0,0,0,0,0.2,0.2,120.8,136.2,1.4,8430,1882008,94
252,267,4146,614,470,3.4,3,191240,107303,3.4,4.2,4.2,0,0.6,2.8,3,173.2,267,1,350,1089149,78
19,15,934,96,78,1.6,1.4,69777,88143,13.8,19.2,19.2,0,8,28.4,41.4,70.6,156.6,1,265,991232,89
19,2,2448,477,269,5.41,5.21,413929,51595,0,0,0,0,0.2,2.4,3.21,272.55,454.91,3,1418,1074081,80
3,0,1266,192,169,3.6,1,90502,9050,0,0,0,0,0,0.2,0.2,168.2,240.2,1.4,403,1757090,90
7,0,3459,373,391,5.6,1.6,237571,409952,2,2.2,2.2,0,0.4,2.8,5.4,268,417.2,2.2,178,1374995,79
19,17,1814,71,73,0.4,0.2,7718,50977,0,0,0,0,0,0,0,20.8,23.8,2,3394,1657253,97
15,2,6214,509,460,9.4,5.6,340370,267867,14.8,18.6,16.6,0,10.4,5.8,7,421.6,674.2,4.2,315,1511987,63
3,2,1200,84,44,0.2,0.2,68419,30007,0,0,0,0,0,0.8,1,16.6,26.8,1,561,1019416,96
10,7,3269,213,106,2.2,2.4,301574,22453,0,0,0,0,0,9.78,9.98,162.48,259.68,1,811,973052,84
8,0,4637,798,628,5.6,1.6,251739,62604,2.4,5.4,15.2,29.6,0,3.8,3.8,273.6,428.6,3.8,148,1696598,73
0,0,181,18,21,0.2,0.2,454,17694,0,0,0,0,0,0,0,15.23,16.83,1.2,7368,1868960,98
5,0,1928,215,140,1.8,1.8,166288,22784,0.8,0.8,0.8,0,2.4,3,4.4,143.2,206.8,1.3,271,1056302,89
11,0,6430,361,267,1.8,3.39,262309,187326,12.57,46.71,94.01,154.49,3.39,61.88,72.06,135.93,282.83,2.2,133,989712,83
13,0,8309,1407,519,10.8,14.2,2214883,95033,1,1.4,1.4,0,1.4,14.2,22,477.8,831.2,3.5,279,1093539,54
21,15,4885,301,182,2.8,8.4,217813,204250,0,0,0,0,0,0,0,256.6,252,3.8,1910,1576610,76
12,12,1487,217,67,0.4,0.4,163884,143946,0,0,0,0,0,3.4,4.6,26.2,38,3.8,668,1742373,94
